100 0.000105 0.000038 0.000044 
5100 0.005481 0.001899 0.002344 
10100 0.010771 0.003798 0.004610 
15100 0.016072 0.005755 0.006893 
20100 0.021432 0.007080 0.009181 
25100 0.026879 0.009072 0.011443 
30100 0.032153 0.010514 0.013751 
35100 0.037793 0.012860 0.016036 
40100 0.043405 0.015481 0.018454 
45100 0.048046 0.017864 0.020706 
50100 0.054193 0.018525 0.022935 
55100 0.059377 0.020768 0.025173 
60100 0.064520 0.022304 0.027489 
65100 0.070167 0.024721 0.029744 
70100 0.075587 0.025577 0.032119 
75100 0.081456 0.028672 0.034420 
80100 0.086919 0.030239 0.036640 
85100 0.091817 0.033546 0.038919 
90100 0.097766 0.035413 0.041297 
95100 0.102852 0.036061 0.043465 
100100 0.108308 0.037651 0.045876 
105100 0.113507 0.040755 0.048088 
110100 0.118490 0.042028 0.050394 
115100 0.125266 0.045060 0.052568 
120100 0.129817 0.047759 0.054932 
125100 0.135493 0.046781 0.057209 
130100 0.141265 0.050504 0.059464 
135100 0.145797 0.050356 0.061836 
140100 0.151091 0.053897 0.064105 
145100 0.157236 0.064017 0.066373 
150100 0.162785 0.058515 0.069182 
155100 0.168131 0.060372 0.070974 
160100 0.174210 0.063068 0.073240 
165100 0.179021 0.066617 0.075509 
170100 0.183843 0.067413 0.077754 
175100 0.189860 0.068160 0.080083 
180100 0.194728 0.073378 0.052395 
185100 0.120081 0.041724 0.050830 
190100 0.123607 0.042624 0.052014 
195100 0.126844 0.045224 0.053389 
200100 0.129621 0.045361 0.054765 
205100 0.178625 0.082108 0.093917 
210100 0.219824 0.049425 0.057582 
215100 0.139977 0.052852 0.058951 
220100 0.142982 0.051317 0.060906 
225100 0.146360 0.052417 0.062061 
230100 0.155705 0.063683 0.074039 
235100 0.179605 0.068569 0.080232 
240100 0.260971 0.095946 0.109936 
245100 0.246629 0.083131 0.103369 
250100 0.190942 0.056007 0.068400 
255100 0.164730 0.058964 0.069923 
260100 0.168103 0.059921 0.071167 
265100 0.171502 0.067307 0.073135 
270100 0.175862 0.062099 0.073939 
275100 0.179272 0.061927 0.075211 
280100 0.181774 0.066868 0.076631 
285100 0.185219 0.063687 0.078041 
290100 0.188408 0.067526 0.079667 
295100 0.190258 0.087030 0.135119 
300100 0.326502 0.118109 0.137080 
305100 0.291596 0.070504 0.083425 
310100 0.201367 0.070069 0.084904 
315100 0.203854 0.075213 0.086205 
320100 0.207799 0.075953 0.087551 
325100 0.210505 0.076497 0.089424 
330100 0.214460 0.073804 0.090473 
335100 0.217177 0.077826 0.091665 
340100 0.252217 0.090450 0.109588 
345100 0.264635 0.093033 0.111108 
350100 0.277506 0.098912 0.119997 
355100 0.311797 0.116939 0.138990 
360100 0.248328 0.081160 0.098485 
365100 0.237115 0.081393 0.099975 
370100 0.239883 0.087055 0.101314 
375100 0.243435 0.083356 0.103132 
380100 0.247344 0.088021 0.167311 
385100 0.418025 0.150152 0.176040 
390100 0.291778 0.088099 0.106715 
395100 0.256609 0.087157 0.108143 
400100 0.268260 0.103590 0.121652 
405100 0.358031 0.156387 0.169266 
410100 0.266788 0.093350 0.112248 
415100 0.269934 0.100019 0.113577 
420100 0.272784 0.095480 0.115007 
425100 0.276946 0.101093 0.116323 
430100 0.279958 0.097546 0.117674 
435100 0.283644 0.101084 0.119047 
440100 0.288350 0.101959 0.120606 
445100 0.289480 0.096585 0.121773 
450100 0.292557 0.107277 0.123258 
455100 0.295741 0.106189 0.124961 
460100 0.298204 0.112622 0.125965 
465100 0.301877 0.109900 0.127683 
470100 0.305036 0.113310 0.135920 
475100 0.324077 0.135305 0.153078 
480100 0.432775 0.182297 0.169946 
485100 0.315481 0.108810 0.133406 
490100 0.316456 0.116946 0.134258 
495100 0.326264 0.136838 0.159330 
500100 0.350368 0.118789 0.136861 
505100 0.328023 0.116717 0.138419 
510100 0.330924 0.120148 0.139644 
515100 0.334264 0.122101 0.141053 
520100 0.345051 0.145732 0.167405 
525100 0.460148 0.175219 0.143750 
530100 0.343970 0.123939 0.144984 
535100 0.375351 0.164601 0.184232 
540100 0.389601 0.141067 0.148285 
545100 0.354234 0.124345 0.149091 
550100 0.357381 0.128461 0.150612 
555100 0.359510 0.134323 0.151946 
560100 0.363873 0.131812 0.153591 
565100 0.365083 0.135830 0.162989 
570100 0.444339 0.161549 0.156450 
575100 0.372875 0.135754 0.157304 
580100 0.377194 0.131801 0.158853 
585100 0.381712 0.142746 0.188627 
590100 0.426227 0.136038 0.161473 
595100 0.387024 0.134895 0.163019 
600100 0.389525 0.144277 0.164097 
605100 0.392365 0.142114 0.166077 
610100 0.395867 0.144468 0.166896 
615100 0.398961 0.145245 0.168321 
620100 0.602961 0.143780 0.169610 
625100 0.404599 0.146480 0.171196 
630100 0.409722 0.154815 0.172346 
635100 0.440026 0.157057 0.254823 
640100 0.694817 0.253459 0.292446 
645100 0.647467 0.152192 0.176557 
650100 0.422490 0.149625 0.177990 
655100 0.425223 0.154833 0.179313 
660100 0.449377 0.162381 0.190590 
665100 0.559247 0.265618 0.304468 
670100 0.694864 0.157309 0.183298 
675100 0.437441 0.160946 0.185368 
680100 0.442084 0.153824 0.186148 
685100 0.446009 0.159472 0.187391 
690100 0.448454 0.174354 0.189374 
695100 0.453456 0.160103 0.190476 
700100 0.472090 0.166065 0.192584 
705100 0.458697 0.162227 0.193079 
710100 0.460984 0.170508 0.194235 
715100 0.464214 0.176502 0.196552 
720100 0.467520 0.166843 0.200606 
725100 0.544773 0.163867 0.198380 
730100 0.472258 0.175330 0.200189 
735100 0.477491 0.170859 0.201730 
740100 0.480754 0.172011 0.202422 
745100 0.482938 0.181677 0.204434 
750100 0.488596 0.178088 0.205262 
755100 0.491047 0.182643 0.207192 
760100 0.494137 0.183446 0.208123 
765100 0.496635 0.172047 0.209754 
770100 0.500212 0.176452 0.211659 
775100 0.504048 0.183115 0.212087 
780100 0.507833 0.175331 0.213661 
785100 0.508520 0.194301 0.215006 
790100 0.515080 0.193606 0.216125 
795100 0.515672 0.190698 0.217459 
800100 0.519846 0.190330 0.219002 
805100 0.523689 0.183218 0.220505 
810100 0.526889 0.187651 0.221914 
815100 0.530083 0.196066 0.223158 
820100 0.552523 0.230223 0.243465 
825100 0.536426 0.194634 0.225847 
830100 0.539685 0.203156 0.227230 
835100 0.541198 0.199792 0.228765 
840100 0.546070 0.192213 0.229788 
845100 0.548229 0.200067 0.231481 
850100 0.551768 0.210916 0.232539 
855100 0.555088 0.202907 0.235812 
860100 0.739663 0.324207 0.235254 
865100 0.561744 0.212177 0.236853 
870100 0.565781 0.210357 0.238066 
875100 0.568154 0.201142 0.239627 
880100 0.572140 0.209172 0.240808 
885100 0.575320 0.198922 0.242409 
890100 0.578307 0.200082 0.243485 
895100 0.581297 0.210358 0.245044 
900100 0.583361 0.217602 0.246105 
905100 0.588570 0.205063 0.247722 
910100 0.590289 0.220500 0.249163 
915100 0.598383 0.206417 0.250582 
920100 0.598776 0.219761 0.251767 
925100 0.601722 0.210525 0.253420 
930100 0.603839 0.216150 0.254969 
935100 0.606864 0.218744 0.256336 
940100 0.610837 0.217520 0.258232 
945100 0.613384 0.227924 0.258948 
950100 0.617496 0.221915 0.260343 
955100 0.620851 0.226432 0.261487 
960100 0.624407 0.231498 0.262920 
965100 0.626668 0.235307 0.264507 
970100 0.630776 0.230446 0.265559 
975100 0.835275 0.225960 0.267050 
980100 0.635655 0.227537 0.268395 
985100 0.641085 0.229057 0.271838 
990100 0.642583 0.237348 0.270853 
995100 0.646592 0.229403 0.272474 
